"","yHat.sdefault","yHat.sauc1","yHat.sauc2","yHat.sauc3","yActual"
"180300",1,1,1,1,1
"180304",1,1,1,1,1
"180307",1,1,1,1,1
"180308",1,1,1,1,1
"180309",0,0,0,0,1
"180312",0,0,0,0,1
"180313",0,0,0,0,1
"180316",0,0,0,0,1
"180317",1,1,1,1,1
"180319",1,1,1,1,1
"180322",0,0,0,0,1
"180323",1,1,1,1,1
"180325",1,1,1,1,1
"180328",1,1,1,1,1
"180329",1,1,1,1,1
"180330",1,1,1,1,1
"180333",1,1,1,1,1
"180337",0,0,0,0,1
"180338",1,1,1,1,1
"180340",0,0,0,0,1
"180343",0,0,0,0,1
"180346",1,1,1,1,1
"180347",1,1,1,1,1
"180348",1,1,0,1,1
"180350",1,1,1,1,1
"180351",1,1,1,1,1
"180352",0,0,0,0,1
"180353",0,0,0,0,1
"180355",0,0,0,0,1
"180356",1,1,1,1,1
"180359",1,1,1,1,1
"180364",1,1,1,1,1
"180366",0,0,0,0,1
"180367",1,1,1,1,1
"180369",1,1,1,1,1
"180374",1,1,1,1,1
"180376",0,0,1,1,1
"180378",1,1,1,1,1
"180380",0,0,0,0,1
"180381",1,1,1,1,1
"180382",1,1,1,1,1
"180383",1,1,1,1,1
"180387",1,1,1,1,1
"180388",1,1,1,1,1
"180390",1,1,1,1,1
"180396",0,0,0,0,1
"180397",0,0,0,0,1
"180398",1,1,1,1,1
"180402",1,0,1,1,1
"180408",1,1,1,1,1
"180409",1,1,1,1,1
"180410",0,0,0,0,1
"180413",0,0,0,0,1
"180414",0,0,0,0,1
"180417",1,1,1,1,1
"180418",0,0,0,0,1
"180422",1,1,1,1,1
"180423",1,1,1,1,1
"180424",1,0,0,0,1
"180425",1,1,0,1,1
"180428",1,1,1,1,1
"180430",1,1,1,1,1
"180431",0,0,0,0,1
"180434",0,0,0,0,1
"180445",0,0,0,0,1
"180446",1,1,1,1,1
"180447",1,1,1,1,1
"180448",1,1,1,1,1
"180449",1,1,1,1,1
"180451",0,0,0,0,1
"180452",0,0,0,0,1
"180453",1,1,1,1,1
"180457",1,1,1,1,1
"180458",1,0,0,1,1
"180460",0,0,0,0,1
"180461",1,1,1,1,1
"180462",1,1,1,1,1
"180463",1,1,1,1,1
"180464",1,1,0,1,1
"180467",1,1,1,1,1
"180469",0,0,0,0,1
"180472",1,1,1,1,1
"180474",1,1,1,1,1
"180477",1,1,1,1,1
"180480",1,1,1,1,1
"180481",1,1,1,1,1
"180482",1,1,0,1,1
"180483",1,1,1,1,1
"180485",0,0,0,0,1
"180488",1,1,1,1,1
"180491",1,1,1,1,1
"180493",1,1,1,1,1
"180498",1,1,1,1,1
"180499",1,1,1,1,1
"180504",1,1,1,1,1
"180508",0,0,0,0,1
"180509",1,1,1,1,1
"180512",0,0,0,0,1
"180515",1,1,1,1,1
"180516",1,1,1,1,1
"180517",0,0,0,0,1
"180519",0,1,1,0,1
"180522",1,1,1,1,1
"180523",0,0,0,0,1
"180524",1,1,1,1,1
"180526",1,1,1,1,1
"180527",0,0,0,0,1
"180528",0,0,0,0,1
"180531",0,0,0,0,1
"180532",1,1,0,1,1
"180538",1,1,0,1,1
"180540",0,0,0,0,1
"180547",0,0,0,0,1
"180550",0,0,0,0,1
"180554",0,0,0,0,1
"180558",1,1,1,1,1
"180559",0,0,0,0,1
"180560",1,1,1,1,1
"180561",1,1,1,1,1
"180563",1,1,1,1,1
"180564",0,0,0,0,1
"180566",1,1,1,1,1
"180567",1,1,1,1,1
"180568",0,0,0,0,1
"180571",1,1,1,1,1
"180572",1,1,1,1,1
"180577",1,1,1,1,1
"180578",1,1,1,1,1
"180579",0,0,0,0,1
"180582",1,1,1,1,1
"180583",1,1,1,1,1
"180584",0,0,0,0,1
"180585",0,0,0,0,1
"180586",1,1,1,1,1
"180587",0,0,0,0,1
"180588",1,1,1,1,1
"180589",1,1,1,1,1
"180594",1,1,1,1,1
"180597",1,1,1,1,1
"180598",1,1,1,1,1
"180599",1,1,1,1,1
"180600",1,1,1,1,1
"180604",0,0,0,0,1
"180606",1,1,1,1,1
"180607",0,0,0,0,1
"180608",0,0,0,0,1
"180611",1,1,1,1,1
"180612",0,0,0,0,1
"180613",1,1,1,1,1
"180615",1,1,1,1,1
"180616",1,1,1,1,1
"180618",0,0,0,0,1
"180623",0,0,0,0,1
"180624",1,1,1,1,1
"180627",1,1,1,1,1
"180629",1,1,1,1,1
"180630",1,1,1,1,1
"180634",1,1,1,1,1
"180635",1,1,1,1,1
"180636",1,1,1,1,1
"180637",1,1,1,1,1
"180639",1,1,1,1,1
"180640",1,1,1,1,1
"180641",0,0,0,0,1
"180643",1,1,1,1,1
"180644",0,0,0,0,1
"180647",1,1,1,1,1
"180653",1,1,1,1,1
"180655",1,1,1,1,1
"180657",1,1,1,1,1
"180658",1,1,1,1,1
"180660",1,1,1,1,1
"180661",1,1,1,1,1
"180662",1,1,1,1,1
"180663",0,0,0,0,1
"180666",1,1,1,1,1
"180667",1,1,1,1,1
"180670",1,1,1,1,1
"180671",0,0,0,0,1
"180673",1,1,1,1,1
"180674",1,1,1,1,1
"180676",1,1,1,1,1
"180679",1,1,1,1,1
"180681",1,1,1,1,1
"180682",0,0,0,0,1
"180684",1,1,1,1,1
"180687",1,1,1,1,1
"180691",1,1,1,1,1
"180692",1,1,0,0,1
"180693",1,1,1,1,1
"180694",1,1,1,1,1
"180695",1,1,1,1,1
"180696",1,1,1,1,1
"180698",0,0,0,0,1
"180699",0,0,0,0,1
"180700",1,1,1,1,1
"180701",0,1,1,1,1
"180704",0,0,0,0,1
"180705",0,0,0,0,1
"180706",1,1,1,1,1
"180707",0,0,0,0,1
"180708",0,0,0,0,1
"180710",1,1,1,1,1
"180712",0,1,1,0,1
"180716",0,1,1,0,1
"180717",1,1,1,1,1
"180718",1,1,1,1,1
"180719",1,1,1,1,1
"180720",0,0,0,0,1
"180723",0,0,0,0,1
"180724",1,1,1,1,1
"180725",1,1,1,1,1
"180727",1,0,0,0,1
"180730",1,1,1,1,1
"180731",0,0,0,0,1
"180732",1,1,1,1,1
"180734",0,1,1,1,1
"180740",1,1,1,1,1
"180741",0,0,0,0,1
"180742",1,1,1,1,1
"180743",0,0,0,0,1
"180746",1,1,1,1,1
"180747",1,1,1,1,1
"180749",0,0,0,0,1
"180752",0,0,0,0,1
"180755",1,1,1,1,1
"180758",1,1,1,1,1
"180760",1,1,1,1,1
"180763",1,1,1,1,1
"180764",1,0,0,0,1
"180765",0,0,0,0,1
"180768",1,1,1,1,1
"180770",1,1,1,1,1
"180771",1,1,1,1,1
"180772",0,0,0,0,1
"180773",0,0,0,0,1
"180774",0,0,0,0,1
"180775",1,1,1,1,1
"180777",1,1,1,1,1
"180778",0,0,1,1,1
"180783",1,1,1,1,1
"180784",0,0,0,0,1
"180785",0,0,0,0,1
"180786",1,1,1,1,1
"180787",1,1,1,1,1
"180790",0,0,0,0,1
"180792",0,0,0,0,1
"180793",1,1,1,1,1
"180795",1,1,1,1,1
"180797",1,1,1,1,1
"180799",0,0,0,0,1
"180801",0,0,0,0,1
"180804",0,0,0,0,1
"180806",0,0,0,0,1
"180810",1,1,1,1,1
"180812",1,1,1,1,1
"180814",1,1,1,1,1
"180815",0,0,0,0,1
"180816",0,0,0,0,1
"180817",0,0,0,0,1
"180818",0,0,0,0,1
"180820",0,0,0,0,1
"180821",0,0,0,0,1
"180822",1,1,1,1,1
"180823",0,0,0,0,1
"180826",1,1,1,1,1
"180828",1,1,1,1,1
"180829",0,0,0,0,1
"180830",0,0,0,0,1
"180835",0,0,0,0,1
"180836",0,0,0,0,1
"180838",1,1,1,1,1
"180840",0,0,0,0,1
"180844",0,0,0,0,1
"180845",1,1,1,1,1
"180846",1,1,1,1,1
"180847",0,0,0,0,1
"180849",1,1,1,1,1
"180854",1,1,1,1,1
"180855",1,1,1,1,1
"180857",1,1,1,1,1
"180859",1,1,1,1,1
"180860",1,1,1,1,1
"180866",0,0,0,0,1
"180867",0,0,0,0,1
"180872",1,1,1,1,1
"180873",1,1,1,1,1
"180878",1,1,1,1,1
"180880",0,0,0,0,1
"180882",0,0,0,0,1
"180885",0,0,0,0,1
"180887",1,1,1,1,1
"180888",1,1,1,1,1
"180889",0,0,0,0,1
"180890",1,1,1,1,1
"180891",0,0,0,0,1
"180895",1,1,1,1,1
"180896",1,1,1,1,1
"180902",1,1,1,1,1
"180903",1,1,1,1,1
"180909",0,0,0,0,1
"180910",0,0,0,0,1
"180917",0,0,0,0,1
"180918",1,1,1,1,1
"180920",1,1,1,1,1
"180921",0,0,1,0,1
"180922",1,1,1,1,1
"180923",1,1,1,1,1
"180925",0,0,0,0,1
"180927",1,1,1,1,1
"180928",1,1,1,1,1
"180930",1,1,1,1,1
"180931",0,0,0,0,1
"180933",0,0,0,0,1
"180935",1,1,1,1,1
"180937",1,1,1,1,1
"180939",1,1,1,1,1
"180940",1,1,1,1,1
"180941",0,0,0,0,1
"180942",1,1,1,1,1
"180943",1,1,1,1,1
"180944",0,0,0,0,1
"180946",1,1,1,1,1
"180947",1,1,1,1,1
"180948",1,1,1,1,1
"180949",0,0,0,0,1
"180953",0,0,0,0,1
"180954",0,0,0,0,1
"180957",1,0,1,0,1
"180958",0,0,0,0,1
"180961",0,0,0,0,1
"180963",1,1,1,1,1
"180965",0,0,0,0,1
"180966",1,1,1,1,1
"180967",1,1,1,1,1
"180971",0,0,0,0,1
"180973",1,1,1,1,1
"180976",1,1,0,1,1
"180978",1,1,1,1,1
"180979",1,1,1,1,1
"180981",1,1,1,1,1
"180983",0,0,0,0,1
"180988",1,1,1,1,1
"180990",1,1,1,1,1
"180993",1,1,1,1,1
"180995",1,1,1,1,1
"180996",0,0,0,0,1
"180997",1,1,1,1,1
"180998",1,1,1,1,1
"181007",1,1,1,1,1
"181008",0,0,0,0,1
"181011",1,1,1,1,1
"181015",0,0,0,0,1
"181017",0,0,0,0,1
"181018",1,1,1,1,1
"181019",1,1,1,1,1
"181020",1,1,1,1,1
"181021",1,1,0,1,1
"181024",0,0,0,0,1
"181025",1,1,1,1,1
"181027",1,1,1,1,1
"181030",1,1,1,1,1
"181031",0,0,0,0,1
"181033",0,0,0,0,1
"181034",0,0,0,0,1
"181042",1,1,1,1,1
"181044",1,1,1,1,1
"181046",1,1,1,1,1
"181048",1,1,1,1,1
"181049",0,0,0,1,1
"181053",0,0,0,0,1
"181054",0,0,0,0,1
"181056",0,1,0,0,1
"181061",1,1,1,1,1
"181065",0,0,0,0,1
"181066",0,0,0,0,1
"181070",1,1,1,1,1
"181071",1,1,1,1,1
"181072",1,1,1,1,1
"181073",1,1,0,1,1
"181074",0,0,0,0,1
"181075",1,1,1,1,1
"181077",1,1,1,1,1
"181080",1,1,1,1,1
"181083",0,0,0,0,1
"181085",0,0,0,0,1
"181087",0,0,0,0,1
"181089",1,1,1,1,1
"181091",1,1,0,1,1
"181092",1,1,1,1,1
"181095",1,1,1,1,1
"181096",0,0,0,0,1
"181098",1,1,1,1,1
"181102",0,0,0,0,1
"181103",1,0,1,0,1
"181104",1,1,1,1,1
"181107",0,0,0,0,1
"181108",1,1,1,1,1
"181109",1,1,1,1,1
"181110",0,0,0,0,1
"181113",0,0,0,0,1
"181114",1,1,1,1,1
"181116",0,0,0,0,1
"181117",0,0,0,0,1
"181119",1,1,1,1,1
"181120",1,1,1,1,1
"181124",1,1,1,1,1
"181127",0,0,0,0,1
"181129",1,1,1,1,1
"181131",1,1,1,1,1
"181134",0,0,0,0,1
"181135",1,1,1,1,1
"181136",1,1,1,1,1
"181137",1,1,1,1,1
"181138",0,0,0,0,1
"181141",1,1,1,1,1
"181142",1,1,1,1,1
"181144",0,0,0,0,1
"181146",1,1,1,1,1
"181147",0,0,0,0,1
"181148",0,0,0,0,1
"181150",0,0,0,0,1
"181152",1,1,1,1,1
"181156",0,0,0,0,1
"181157",1,1,1,1,1
"181158",1,1,1,1,1
"181159",0,0,0,0,1
"181160",1,1,1,1,1
"181161",1,1,1,1,1
"181162",1,1,1,1,1
"181164",1,1,1,1,1
"181165",0,0,1,1,1
"181166",1,1,1,1,1
"181168",0,0,1,0,1
"181170",1,1,1,1,1
"181173",1,1,1,1,1
"181174",1,1,1,1,1
"181176",0,0,0,0,1
"181179",1,1,0,1,1
"181180",1,0,0,0,1
"181181",1,1,1,1,1
"181185",0,0,0,0,1
"181186",1,1,1,1,1
"181187",1,1,1,1,1
"181188",1,1,1,1,1
"181192",1,1,1,1,1
"181194",0,0,0,0,1
"181196",1,1,1,1,1
"181197",0,0,1,1,1
"181198",1,0,1,1,1
"181199",0,0,0,0,1
"181202",0,0,0,0,1
"181203",1,1,0,1,1
"181210",0,0,0,0,1
"181211",0,0,0,0,1
"181212",1,1,1,1,1
"181215",1,1,1,1,1
"181218",0,0,0,0,1
"181220",1,1,1,1,1
"181224",1,1,1,1,1
"181225",1,1,1,1,1
"181227",0,0,0,0,1
"181228",1,1,1,1,1
"181229",1,0,0,1,1
"181230",0,0,0,0,1
"181231",0,0,1,0,1
"181234",1,1,1,1,1
"181235",1,1,1,1,1
"181236",0,0,0,0,1
"181238",1,1,1,1,1
"181239",0,0,0,0,1
"181240",1,1,1,1,1
"181241",0,0,0,0,1
"181242",1,1,1,1,1
"181244",0,0,0,0,1
"181245",0,0,0,0,1
"181246",1,1,1,1,1
"181247",0,0,0,0,1
"181253",0,0,0,0,1
"181254",1,1,1,1,1
"181255",1,1,1,1,1
"181256",0,0,0,0,1
"181257",1,1,1,1,1
"181259",1,1,1,1,1
"181260",1,1,1,1,1
"181261",1,1,1,1,1
"181266",0,0,0,0,1
"181269",0,0,0,0,1
"181271",1,1,1,1,1
"181272",0,0,0,0,1
"181273",1,1,1,1,1
"181280",0,0,0,0,1
"181284",0,0,0,0,1
"181285",0,0,0,0,1
"181286",1,1,1,1,1
"181287",1,1,1,1,1
"181289",1,1,1,1,1
"181291",0,0,0,0,1
"181292",1,1,1,1,1
"181293",0,0,0,0,1
"181294",1,1,1,1,1
"181295",1,1,1,1,1
"181296",1,1,1,1,1
"181297",1,1,1,1,1
"181298",1,1,1,1,1
"181299",1,1,1,1,1
"181300",1,1,1,1,1
"181301",1,1,1,1,1
"181304",1,1,1,1,1
"181306",0,0,0,1,1
"181308",0,0,0,0,1
"181309",0,0,0,0,1
"181311",1,1,1,1,1
"181313",0,0,0,0,1
"181316",1,1,1,1,1
"181318",1,1,0,1,1
"181319",1,1,1,1,1
"181321",1,1,1,1,1
"181322",0,0,0,0,1
"181328",1,1,1,1,1
"181330",1,1,1,1,1
"181332",1,1,1,1,1
"181334",0,0,0,0,1
"181336",1,1,1,1,1
"181337",0,0,0,0,1
"181338",0,0,0,0,1
"181342",0,0,0,0,1
"181344",1,1,1,1,1
"181345",1,1,1,1,1
"181348",0,0,0,0,1
"181353",1,1,1,1,1
"181354",1,1,1,1,1
"181360",1,1,1,1,1
"181362",0,0,0,0,1
"181364",1,1,1,1,1
"181368",1,1,1,1,1
"181372",1,1,1,1,1
"181374",1,1,1,1,1
"181376",0,0,0,0,1
"181380",1,0,0,0,1
"181383",1,1,1,1,1
"181385",1,0,0,0,1
"181386",1,1,1,1,1
"181387",0,0,0,0,1
"181389",0,0,0,0,1
"181391",1,1,1,1,1
"181399",1,1,0,1,1
"181401",1,1,1,1,1
"181402",0,0,0,0,1
"181403",1,1,1,1,1
"181404",0,0,0,0,1
"181405",1,0,1,1,1
"181406",1,0,0,0,1
"181407",1,0,0,0,1
"181408",1,1,1,1,1
"181410",0,0,0,0,1
"181411",0,0,0,0,1
"181413",1,1,1,1,1
"181415",0,0,0,0,1
"181416",1,1,1,1,1
"181417",0,0,0,0,1
"181420",1,1,1,1,1
"181421",1,1,1,1,1
"181422",1,1,1,1,1
"181424",1,1,1,1,1
"181427",1,1,1,1,1
"181428",1,1,1,1,1
"181430",1,1,1,1,1
"181432",0,0,0,0,1
"181433",1,1,1,1,1
"181438",0,0,0,0,1
"181440",1,1,1,1,1
"181443",1,1,1,1,1
"181444",0,0,0,0,1
"181447",1,1,1,1,1
"181448",1,1,1,1,1
"181450",1,1,1,1,1
"181454",1,1,1,1,1
"181456",1,1,1,1,1
"181457",1,1,1,1,1
"181458",1,1,1,1,1
"181459",0,0,0,0,1
"181460",1,1,1,1,1
"181463",1,1,1,1,1
"181464",1,1,0,1,1
"181468",1,1,1,1,1
"181469",0,0,0,0,1
"181472",0,0,0,0,1
"181473",1,1,1,1,1
"181474",0,0,0,0,1
"181475",1,1,1,1,1
"181476",0,0,0,0,1
"181477",1,0,0,0,1
"181479",0,0,0,0,1
"181481",0,0,0,0,1
"181482",1,1,1,1,1
"181485",0,0,0,0,1
"181486",1,1,1,1,1
"181488",1,1,1,1,1
"181490",0,0,0,0,1
"181496",1,1,1,1,1
"181497",0,0,0,0,1
"181500",1,1,1,1,1
"181501",0,0,0,0,1
"181506",0,0,0,0,1
"181508",1,1,1,1,1
"181509",1,1,0,1,1
"181511",1,1,1,1,1
"181512",0,0,0,0,1
"181517",1,1,1,1,1
"181518",1,1,1,1,1
"181521",1,1,1,1,1
"181524",1,1,1,1,1
"181525",0,0,0,0,1
"181526",0,0,0,0,1
"181528",1,1,1,1,1
"181529",1,1,1,1,1
"181533",1,1,1,1,1
"181534",1,1,1,1,1
"181535",1,1,1,1,1
"181536",1,1,1,1,1
"181540",0,0,0,0,1
"181542",1,1,1,1,1
"181544",0,0,0,0,1
"181545",0,0,0,0,1
"181547",1,1,1,1,1
"181551",1,1,1,1,1
"181552",0,0,0,0,1
"181553",1,1,1,1,1
"181557",1,1,1,1,1
"181560",1,1,1,1,1
"181563",1,1,1,1,1
"181564",1,1,1,1,1
"181566",1,1,1,1,1
"181570",1,1,1,1,1
"181571",1,1,1,1,1
"181574",1,1,1,1,1
"181575",1,1,1,1,1
"181576",0,0,0,0,1
"181581",1,1,1,1,1
"181582",1,1,1,1,1
"181583",0,0,0,0,1
"181584",1,1,1,1,1
"181585",1,1,1,1,1
"181587",1,1,1,1,1
"181588",1,1,1,1,1
"181590",1,1,1,1,1
"181591",1,1,1,1,1
"181595",1,1,1,1,1
"181597",0,0,0,0,1
"181598",1,1,1,1,1
"181599",1,1,1,1,1
"181602",1,1,1,1,1
"181605",1,1,1,1,1
"181606",0,0,0,0,1
"181607",1,1,1,1,1
"181609",1,1,0,1,1
"181610",0,0,0,0,1
"181611",1,1,1,1,1
"181612",0,0,0,0,1
"181613",1,1,1,1,1
"181614",1,1,1,1,1
"181615",0,0,0,0,1
"181616",1,1,1,1,1
"181620",0,0,1,1,1
"181623",0,0,0,0,1
"181624",1,1,1,1,1
"181625",0,0,0,0,1
"181628",0,0,0,0,1
"181630",0,0,0,0,1
"181636",1,1,1,1,1
"181638",0,0,0,0,1
"181639",1,1,1,1,1
"181640",1,1,1,1,1
"181642",0,0,1,0,1
"181643",1,1,1,1,1
"181644",0,0,0,0,1
"181647",0,0,0,0,1
"181651",0,0,0,0,1
"181653",0,0,0,0,1
"181654",0,0,0,0,1
"181655",1,1,1,1,1
"181660",0,1,1,1,1
"181661",1,1,1,1,1
"181663",1,1,1,1,1
"181665",0,0,0,0,1
"181666",1,0,1,1,1
"181668",1,1,0,0,1
"181669",1,1,1,1,1
"181670",1,1,1,1,1
"181674",1,1,1,1,1
"181675",1,1,1,1,1
"181676",0,1,1,1,1
"181677",0,0,0,0,1
"181681",1,1,1,1,1
"181682",1,1,1,1,1
"181684",1,1,1,1,1
"181686",1,1,1,1,1
"181687",1,1,1,1,1
"181689",1,1,1,1,1
"181691",0,0,0,0,1
"181692",0,0,0,0,1
"181694",0,0,0,0,1
"181695",1,1,1,1,1
"181697",1,1,1,1,1
"181698",0,0,0,0,1
"181706",0,0,0,0,1
"181707",0,0,0,0,1
"181709",1,1,1,1,1
"181710",1,1,1,1,1
"181712",1,1,1,1,1
"181715",0,0,0,0,1
"181717",1,1,1,1,1
"181721",1,1,0,1,1
"181723",1,1,1,1,1
"181725",1,1,1,1,1
"181728",1,1,1,1,1
"181729",0,0,0,0,1
"181731",1,1,1,1,1
"181736",0,0,0,0,1
"181739",0,0,0,0,1
"181740",1,1,1,1,1
"181741",0,0,0,0,1
"181742",1,1,1,1,1
"181746",0,0,0,0,1
"181748",0,0,0,0,1
"181750",1,1,1,1,1
"181752",1,1,1,1,1
"181755",0,0,0,0,1
"181757",1,1,1,1,1
"181760",0,0,0,0,1
"181761",1,1,1,1,1
"181764",0,0,0,0,1
"181765",1,1,1,1,1
"181766",0,1,1,1,1
"181768",1,1,1,1,1
"181773",1,1,1,1,1
"181778",1,1,1,1,1
"181780",1,1,1,1,1
"181781",1,1,1,1,1
"181782",1,1,1,1,1
"181783",1,1,1,1,1
"181784",1,1,1,1,1
"181785",1,1,1,1,1
"181788",1,1,1,1,1
"181789",0,0,0,0,1
"181791",0,0,0,0,1
"181793",1,1,1,1,1
"181795",0,0,0,0,1
"181796",1,1,1,1,1
"181797",1,1,1,1,1
"181798",1,1,1,1,1
"181803",0,0,0,0,1
"181804",0,0,0,0,1
"181807",1,1,1,1,1
"181809",1,1,1,1,1
"181811",1,0,0,0,1
"181812",1,1,1,1,1
"181816",1,1,1,1,1
"181817",1,1,1,1,1
"181819",1,1,1,1,1
"181822",1,1,1,1,1
"181823",1,1,1,1,1
"181824",0,0,0,0,1
"181825",1,1,1,1,1
"181828",1,1,1,1,1
"181829",1,1,1,1,1
"181830",1,1,1,1,1
"181831",1,1,1,1,1
"181836",1,0,0,0,1
"181838",1,1,1,1,1
"181841",1,1,1,1,1
"181843",1,1,1,1,1
"181849",0,0,0,0,1
"181850",1,1,1,1,1
"181851",1,1,1,1,1
"181852",1,1,1,1,1
"181856",1,1,1,1,1
"181857",1,1,1,1,1
"181858",0,0,0,0,1
"181859",1,1,1,1,1
"181861",1,1,1,1,1
"181862",1,1,1,1,1
"181863",1,1,1,1,1
"181864",1,1,1,1,1
"181865",0,0,0,0,1
"181869",1,0,0,0,1
"181870",1,1,1,1,1
"181871",1,1,1,1,1
"181872",0,0,0,0,1
"181873",0,0,0,0,1
"181874",0,0,0,0,1
"181875",1,1,1,1,1
"181876",1,1,1,1,1
"181877",0,0,1,0,1
"181879",1,1,1,1,1
"181883",0,0,0,0,1
"181884",0,0,0,0,1
"181885",1,1,1,1,1
"181888",0,0,0,0,1
"181890",0,0,0,0,1
"181892",1,1,1,1,1
"181894",0,0,0,0,1
"181895",0,0,0,0,1
"181896",0,0,1,1,1
"181898",1,0,1,1,1
"181900",1,1,1,1,1
"181901",1,1,1,1,1
"181902",1,1,1,1,1
"181903",1,1,1,1,1
"181904",0,0,0,0,1
"181907",1,1,1,1,1
"181908",0,0,0,0,1
"181912",0,0,0,0,1
"181915",0,0,0,0,1
"181919",0,0,0,0,1
"181921",1,1,1,1,1
"181922",1,1,1,1,1
"181923",1,1,1,1,1
"181925",0,0,0,0,1
"181927",1,1,1,1,1
"181929",1,1,1,1,1
"181930",1,1,1,1,1
"181931",0,0,0,0,1
"181932",1,1,1,1,1
"181933",1,1,1,1,1
"181934",1,1,1,1,1
"181935",1,1,1,1,1
"181937",1,1,1,1,1
"181938",1,1,1,1,1
"181941",0,0,0,0,1
"181944",1,1,1,1,1
"181945",1,1,1,1,1
"181947",1,1,1,1,1
"181948",0,0,0,0,1
"181951",0,0,0,0,1
"181953",0,0,0,0,1
"181955",1,1,1,1,1
"181964",0,0,0,0,1
"181967",0,0,0,0,1
"181969",1,1,1,1,1
"181970",1,1,1,1,1
"181972",0,0,0,0,1
"181974",1,1,1,1,1
"181976",1,1,1,1,1
"181977",1,1,1,1,1
"181979",0,0,0,0,1
"181981",1,1,1,1,1
"181982",1,1,1,1,1
"181984",1,1,1,1,1
"181986",1,1,1,1,1
"181987",0,0,0,0,1
"181988",1,1,1,1,1
"181989",1,1,1,1,1
"181990",1,1,1,1,1
"181991",0,0,0,0,1
"181992",1,1,1,1,1
"181993",0,0,0,0,1
"181994",1,1,1,1,1
"181997",1,1,1,1,1
"181998",0,0,0,0,1
"181999",1,1,1,1,1
"182001",1,1,1,1,1
"182002",1,1,1,1,1
"182004",1,1,1,1,1
"182006",1,0,0,0,1
"182007",1,1,1,1,1
"182008",1,1,1,1,1
"182009",1,1,1,1,1
"182012",1,1,1,1,1
"182014",1,1,1,1,1
"182017",1,1,1,1,1
"182020",0,0,0,0,1
"182022",0,0,0,0,1
"182025",1,1,1,1,1
"182026",1,1,1,1,1
"182028",0,0,0,0,1
"182033",1,1,1,1,1
"182034",1,1,1,0,1
"182039",1,1,1,1,1
"182041",1,1,1,1,1
"182042",1,1,1,1,1
"182043",0,0,0,0,1
"182044",1,1,1,1,1
"182045",1,1,1,1,1
"182046",0,0,0,0,1
"182047",1,1,1,1,1
"182050",1,1,1,1,1
"182051",1,1,1,1,1
"182052",1,1,1,1,1
"182054",1,1,1,1,1
"182058",1,1,1,1,1
"182059",0,0,0,0,1
"182061",1,1,1,1,1
"182064",0,0,0,0,1
"182068",1,1,1,1,1
"182076",1,1,1,1,1
"182077",0,0,0,0,1
"182078",1,1,1,1,1
"182079",1,1,1,1,1
"182080",0,0,0,0,1
"182081",1,1,1,1,1
"182086",0,0,0,0,1
"182087",1,1,1,1,1
"182092",0,0,0,0,1
"182093",0,0,0,0,1
"182097",1,1,1,1,1
"182101",1,1,1,1,1
"182102",1,1,1,1,1
"182103",0,0,0,0,1
"182106",1,1,1,1,1
"182107",0,0,0,0,1
"182108",1,1,1,1,1
"182110",1,1,1,1,1
"182112",1,1,1,1,1
"182114",0,0,0,0,1
"182120",1,1,1,1,1
"182122",1,1,1,1,1
"182123",1,0,0,0,1
"182125",1,1,1,1,1
"182126",0,0,0,0,1
"182129",0,1,0,0,1
"182130",1,1,1,1,1
"182131",0,0,0,0,1
"182137",1,1,1,1,1
"182141",0,0,0,1,1
"182143",1,1,1,1,1
"182144",1,1,1,1,1
"182145",0,0,0,0,1
"182146",1,1,1,1,1
"182147",1,1,1,1,1
"182148",0,1,0,1,1
"182149",1,1,1,1,1
"182153",1,0,0,0,1
"182155",1,1,1,1,1
"182157",1,1,1,1,1
"182159",1,1,1,1,1
"182160",1,1,1,1,1
"182161",0,0,0,0,1
"182163",0,0,0,0,1
"182166",0,0,0,0,1
"182167",1,1,1,1,1
"182168",1,1,1,1,1
"182171",0,0,0,0,1
"182172",0,0,0,0,1
"182173",1,1,1,1,1
"182174",0,0,0,0,1
"182176",1,1,1,1,1
"182178",1,1,1,1,1
"182180",1,1,1,1,1
"182181",1,1,1,1,1
"182186",1,1,1,1,1
"182187",1,1,1,1,1
"182190",1,1,1,1,1
"182192",1,1,1,1,1
"182193",1,1,1,1,1
"182194",0,0,0,0,1
"182195",0,0,0,0,1
"182199",1,1,1,1,1
"182200",1,1,1,1,1
"182204",0,0,0,0,1
"182205",1,1,1,1,1
"182206",0,0,0,0,1
"182207",1,1,1,1,1
"182208",0,0,0,0,1
"182209",0,0,0,0,1
"182210",1,1,1,1,1
"182214",0,0,0,0,1
"182220",1,1,1,1,1
"182221",1,1,1,1,1
"182223",1,1,1,1,1
"182224",1,1,1,1,1
"182225",1,1,1,1,1
"182226",1,1,1,1,1
"182227",1,1,1,1,1
"182229",1,1,1,1,1
"182230",0,0,0,0,1
"182232",0,0,0,0,1
"182236",1,1,1,1,1
"182237",1,1,1,1,1
"182240",1,1,1,1,1
"182243",1,1,1,1,1
"182244",1,1,1,1,1
"182246",1,1,1,1,1
"182249",1,1,1,1,1
"182251",1,1,1,1,1
"182252",1,1,0,1,1
"182253",1,1,1,1,1
"182254",0,0,0,0,1
"182256",1,1,1,1,1
"182262",1,1,1,1,1
"182264",1,1,1,1,1
"182265",1,1,1,1,1
"182269",0,0,0,0,1
"182270",1,1,1,1,1
"182271",1,1,1,1,1
